Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,52194478077,54831975607,63232047551,69986395563,72150786235,77264080842,87248372268,94741054508,1.02078E+11,1.12071E+11,1.2426E+11,1.39995E+11,1.615E+11,2.03759E+11,2.68698E+11,3.15186E+11,3.56488E+11,3.88816E+11,4.47005E+11,5.29032E+11,6.27166E+11,7.33069E+11,6.78104E+11,5.73182E+11,5.86126E+11,5.99042E+11,5.87533E+11,6.19279E+11,7.12944E+11,8.43181E+11,9.33617E+11,1.14475E+12,1.01084E+12,1.19793E+12,1.39785E+12,1.4933E+12,1.62705E+12,1.79103E+12,1.79886E+12,1.59206E+12,1.79754E+12,1.7637E+12,1.71034E+12,1.71277E+12,1.95234E+12,2.37547E+12,2.78873E+12,3.29578E+12,3.83267E+12,3.59562E+12,4.47479E+12,5.04701E+12,5.06611E+12,5.18532E+12,5.34427E+12,4.37565E+12,4.26379E+12,4.72305E+12
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8749241114,10191350120,11942230508,13268458232,14390391264,15805707154,16853079615
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4451497288,5545921947,7535259851,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,29227350570,35477118070,38419626628,40075674163,43868565282,46014226808,47833413749,49459296463,49598825982,51844487742
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,190495600,183920900,191861800,200229600,218929100,229260800,244459500,261024300,276820700,306961800,323099700,341543100,368098000,386968300,486955000,577549300,596675700,673010600,717240400,814067900,854711500,846514500,863933200,823374900,848478300,851296100,840964400,972800000,1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,529064600,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2034000000,2101000000,2158000000
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81873662519,65502870174,41142722414,29274816454,32257171354,50984362478
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,87350297.04,102094121.5,123935513.7,146341385.9,167970095.9,182754001.1,197228760.4,217663028.1,241273008.1,289689704.4,319998986.7,366541091.1,415518112.2,483962430.7,513753818.1,566894748.5,574870405.2,600005564.4,640449501.5,662196185.2,676949593.7,737554871.9,775934812.6,784159228.7,743808076,748346605.9,823837141.1,893107210.8,951207366,1134193630,1277494148,1282215407,1262973407,1381968259,1437684815,1436803333,1489928889,1551921037,1649142630,1667078704,1712306556
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,81167706329,86252296279,99286477144,99922398933,1.10957E+11,1.19313E+11,1.30924E+11,1.34113E+11,1.44422E+11,1.61827E+11,1.75947E+11,1.96852E+11,2.21338E+11,2.89793E+11,3.76231E+11,3.94655E+11,4.38755E+11,4.82829E+11,5.47754E+11,6.53026E+11,7.74257E+11,8.91746E+11,8.33955E+11,7.40114E+11,7.29727E+11,7.51511E+11,7.6479E+11,8.04304E+11,9.19542E+11,1.00654E+12,1.17049E+12,1.44008E+12,1.3583E+12,1.56205E+12,1.79786E+12,1.91642E+12,2.07455E+12,2.27707E+12,2.29721E+12,2.07256E+12,2.28715E+12,2.23749E+12,2.00755E+12,2.05086E+12,2.3632E+12,2.85851E+12,3.34919E+12,3.94513E+12,4.58423E+12,4.30689E+12,5.34099E+12,6.0733E+12,6.13423E+12,6.28395E+12,6.40466E+12,5.50478E+12,5.36066E+12,5.95467E+12
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1.15327E+11,1.16662E+11,1.16132E+11,1.08845E+11,1.0821E+11,1.20917E+11,1.30896E+11,1.43656E+11,1.47959E+11,1.51189E+11,1.569E+11,1.58189E+11,1.43099E+11,1.42685E+11,1.33069E+11,1.51656E+11,1.66926E+11,1.76671E+11,1.77723E+11,1.79728E+11,2.03941E+11,1.94103E+11,2.09535E+11,2.37211E+11,2.72973E+11,3.20116E+11,3.76779E+11,4.58485E+11,5.71465E+11,5.82962E+11,6.61535E+11,7.57956E+11,8.05122E+11,8.74604E+11,9.44664E+11,9.28338E+11,9.29672E+11,1.06264E+12
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00585E+11,1.01593E+11,1.07391E+11,1.05478E+11,1.14493E+11,1.18015E+11,1.06779E+11,1.05422E+11,86896752624,98940228999,1.12284E+11,1.17126E+11,1.18779E+11,1.2082E+11,1.41048E+11,1.33035E+11,1.42496E+11,1.54737E+11,1.77432E+11,2.05513E+11,2.3198E+11,2.76756E+11,3.36094E+11,3.52981E+11,3.84821E+11,4.36772E+11,4.73082E+11,5.16219E+11,5.54429E+11,5.3015E+11,5.0178E+11,5.49654E+11
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,90098330.67,104888628.2,124941925,165930611.7,193983720.5,246387479.2,272493879,303496276.3,436918176.7,503180670,534701915.6,511658690.6,522090331.5,524034109.9,502617355.4,529078995.6,779365167.6,1052843348,1161757671,1120000917,1421466240,1484152022,1631197909,1673104494,1948118228,2428461395,2504033252,2298410391,2479721341,2664026095,2483953103,2491822707,2688630823,3070691320,3454362686,3659251526,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6289165410,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409873950,1444327731,1434156379,1240672269,1309747899,1698319328,1751470588,1859465021,1801344538,1965546218,2296470588,2369308600,2553936348,2875625000,3574586466,3791298146,3591319857,4104509583,2733183857,3364611432,4024621900,4415844156,4768765017,5167913302,6043474843,5978460972,6405210564,6682167120,6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28267410543,32351184234,40715240469,42067974595,56728002830,65289915890,68436230408,74294206491,79359306576,80554807486,81788375090,87174682200
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,1.32187E+11,1.19367E+11,1.27192E+11,1.3631E+11,1.51835E+11,1.67584E+11,1.73882E+11,1.84269E+11,2.19934E+11,2.81335E+11,3.10911E+11,3.35903E+11,3.85074E+11,4.30433E+11,4.91596E+11,6.10585E+11,6.41231E+11,6.46074E+11,6.28339E+11,6.25406E+11,6.63019E+11,6.96755E+11,7.71282E+11,8.07491E+11,8.21666E+11,8.80289E+11,8.40337E+11,8.80597E+11,8.9117E+11,9.73253E+11,1.09348E+12,1.19897E+12,1.2357E+12,1.10901E+12,1.20632E+12,1.27116E+12,1.28147E+12,1.3764E+12,1.58398E+12,1.81225E+12,2.09123E+12,2.49327E+12,3.07462E+12,3.45189E+12,3.5423E+12,4.49146E+12,5.08511E+12,5.32824E+12,5.55166E+12,5.84097E+12,5.78882E+12,6.0368E+12,6.50416E+12
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2.9352E+11,2.82818E+11,2.95619E+11,3.28864E+11,3.58339E+11,3.96033E+11,4.11125E+11,4.28655E+11,4.52369E+11,5.0361E+11,5.54832E+11,5.99755E+11,6.73653E+11,8.41159E+11,1.06873E+12,1.2174E+12,1.32475E+12,1.49205E+12,1.62339E+12,1.93097E+12,2.25773E+12,2.43125E+12,2.40906E+12,2.33859E+12,2.40617E+12,2.53071E+12,2.6238E+12,2.70236E+12,2.91974E+12,3.16955E+12,3.51212E+12,3.70279E+12,3.61845E+12,3.85969E+12,4.18749E+12,4.71478E+12,5.16215E+12,5.46153E+12,5.28126E+12,5.16005E+12,5.66166E+12,5.74055E+12,6.02931E+12,6.7804E+12,8.03216E+12,9.57311E+12,1.13818E+13,1.41222E+13,1.69463E+13,1.65746E+13,2.02418E+13,2.38938E+13,2.55103E+13,2.70528E+13,2.80987E+13,2.65346E+13,2.66636E+13,2.92368E+13
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889857,946123275.9,997996028.6,928458206,912771290.6,887295267.9,825706961.2,775780697.7,1157832935,1511236656,1682350935,1800105590,1820811281,1870722801,1865963015,2385950664,2788022889,2678494689,2526020566,2614576996,2505879960,2291319972,2639386291
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1.70999E+11,1.57915E+11,1.65691E+11,1.79562E+11,1.98124E+11,2.21008E+11,2.45398E+11,2.47743E+11,2.53092E+11,2.82866E+11,3.21382E+11,3.57858E+11,4.10678E+11,5.21704E+11,6.14371E+11,6.75087E+11,7.36574E+11,8.54934E+11,8.90806E+11,1.06439E+12,1.2066E+12,1.27909E+12,1.30872E+12,1.21086E+12,1.27499E+12,1.36264E+12,1.44939E+12,1.52799E+12,1.68312E+12,1.90722E+12,2.02719E+12,2.23024E+12,2.07986E+12,2.15645E+12,2.46934E+12,3.01704E+12,3.32639E+12,3.48254E+12,3.3528E+12,3.09773E+12,3.40254E+12,3.5166E+12,3.72455E+12,4.24698E+12,5.10547E+12,6.16385E+12,7.43892E+12,9.37277E+12,1.1653E+13,1.12651E+13,1.35146E+13,1.64812E+13,1.76319E+13,1.90131E+13,1.97E+13,1.84644E+13,1.84676E+13,2.04529E+13
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37120517694,43476873413,42848195256,46417340375,48516371721,41508609233,42773029835,47168303744
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1509155063,1572310772,1968733022,2701874664,3295861019,3233431611,3544268025,3922895892,4884869092,5711457760,6232005656,5231808670,4764549532,4683697830,4594891581,4738559685,6921264132,8614215559,9750161053,10391504709,13229247948,14321878795,16065740778,16486900187,18325791415,21588170498,21776609772,19731912494,20209122027,22235929043,21263514833,21272418792,23616328816,29557325056,34685281848,37347394603,42414308117,50888134410,55849686539,51370543206,53212476812,60004630234,56677961787,61739352212,66327344189,57784495265,58631324559,62404461275
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5788368511,5970044666,6525676264,7174985107,7533187605,7937758980,8350252966,9546441564,11748433157,14373269156,16922504045,21447021570,30901399261,35596016664,26169854045,23757368290,28223552825,28119996053,30254677297,31335013752,26972863394,27571513793,30264454642
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1130457130,1121486563,1292281654,1348827324,1517496131,1941246972,2269233639,2683254708,3220920085,3735117374,4879018602,5625533410,6265844252,6996034037,7122539667,7211264780,6742367273,6490571704,6720492406,6811227983,7322677820,8195033162,10585624891,12092222042,14789661809,18340447243,20917444920,21475520709,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45310877913,50361201096
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037150716,2025689537,2379606422,2657247327,2798339769,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21728770055,17788171722,17692341358,16251460689,14824728528,14991283216,19462175322,21765261042,25705296184,26314220188,30180108562,32285388165,33711069431,31655473664,35604137423,39030285468,43161452678,39147844526,41806219379,41632027600,38857251336,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041294874,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.06826E+11,1.09881E+11,1.00593E+11,1.03606E+11,1.09139E+11
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752975841,1695130457,1930071407,1639497207,1170785048,1288429151,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7983271111,6512899540,6795741776,8128493432
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.1,699161943.9,739286906.9,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,10001193315,11499803807
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774351760,2886170572,3295011382,3697351597,4006531188,4222767413,4597083304
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,32586297227,36371198585,41227576068,47597134239,58116157775,78285561909,1.42607E+11,1.55733E+11,1.93632E+11,2.24608E+11,2.38461E+11,3.11636E+11,4.0226E+11,4.15786E+11,4.1412E+11,4.20673E+11,4.26299E+11,4.32621E+11,4.42664E+11,4.10982E+11,4.08438E+11,4.20562E+11,5.50751E+11,5.53768E+11,6.03219E+11,6.07327E+11,6.33583E+11,7.0838E+11,8.02283E+11,8.32397E+11,8.0869E+11,8.66216E+11,9.66685E+11,9.70616E+11,9.6682E+11,1.0891E+12,1.27121E+12,1.53014E+12,1.79094E+12,2.12332E+12,2.6477E+12,2.36823E+12,2.76787E+12,3.28215E+12,3.57507E+12,3.55243E+12,3.56676E+12,3.1414E+12,3.14248E+12,3.26575E+12
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000,14160000000,15200000000,16960000000,20080000000,21840000000,24320000000,26560000000,29360000000,32480000000,35520000000,39200000000,45200000000,55280000000,72000000000,88000000000,89025974026,81814159292,1.025E+11,1.34561E+11,1.94348E+11,2.50082E+11,1.73723E+11,1.48868E+11,1.75632E+11,1.84473E+11,1.29441E+11,1.40263E+11,1.83144E+11,2.22977E+11,2.6271E+11,3.14454E+11,3.63609E+11,5.00736E+11,5.27813E+11,3.60074E+11,4.10976E+11,5.00413E+11,5.26502E+11,6.00233E+11,7.07907E+11,7.56706E+11,7.72106E+11,7.29336E+11,7.82241E+11,8.77476E+11,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31439E+12,1.16962E+12,1.07691E+12,1.14992E+12
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289100,108702100,107978900,110937700,115152100,124735100,126887600,131334600,137928600,143930000,150776500,152788700,152617500,164969100,173260300,185210500,190800800,183121300,179697900,194497900,199399247.1
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2.78055E+11,2.67255E+11,2.78488E+11,3.07648E+11,3.40681E+11,3.75143E+11,3.8862E+11,4.06612E+11,4.29307E+11,4.77435E+11,5.27566E+11,5.6954E+11,6.39923E+11,8.01179E+11,1.01926E+12,1.15956E+12,1.26556E+12,1.42538E+12,1.54664E+12,1.84621E+12,2.16386E+12,2.33618E+12,2.3099E+12,2.24299E+12,2.31613E+12,2.43945E+12,2.52737E+12,2.60488E+12,2.81649E+12,3.06775E+12,3.40117E+12,3.58823E+12,3.51442E+12,3.75661E+12,4.10076E+12,4.61612E+12,5.05053E+12,5.34496E+12,5.16351E+12,5.04067E+12,5.52296E+12,5.60898E+12,5.88856E+12,6.62721E+12,7.85613E+12,9.3688E+12,1.11503E+13,1.38451E+13,1.66107E+13,1.62276E+13,1.98539E+13,2.34504E+13,2.50315E+13,2.65334E+13,2.75445E+13,2.60058E+13,2.61578E+13,2.86827E+13
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744898,2316618543,2550195043,3381270208,4449375346,4422160018,3735312143,3571043103,3673288264,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10817712139,11362272838,10051659161,10745787406,11337827332
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,275494520.1,343771964.7,339913833.1,359772363.3,430096738.4,486617332.4,563683660.3,538747268.3,830710615.2,939227993.7,1049838493,1222702356,1595423286,1759690812,1538972158,1333754034,1297765449,1232932008,1392195933,1852163475,2090629723,2169040742,2181821902,2681912030,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,3439463140,2954129566,3465305993,3889758024,4703504467,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13246412031,14388360064,13100058100,14034980334,15288163367
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250721821.6,264579879.8,295118249.3,345602025.4,376094108.5,474620439.6,527936988.8,625573345.5,793675169.9,1001300838,1250242108,1243469361,1234518125,1165771369,1101828569,1117835286,1435079200,1751247763,2019474244,2118574772,2547163582,2750041434,3021910217,2709178327,2998570147,3439931907,3570271558,3705372039,3923637971,4127313818,4306192436,4331870648,4689832690,5456583589,6062780269,6394851387,6757119558,7880509171,8977149553,8528202278,8741059603,9507645260,9209559296,10145114180,11234045376,10574026838,11279535398,12537750732
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937797559,60269734045,65446402659,59687373958,63225097051,69322122756
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91245E+11,2.98673E+11,3.4055E+11,3.95321E+11,4.05762E+11,4.1157E+11,4.35303E+11,4.51181E+11,4.67356E+11,4.53678E+11,5.11781E+11,5.9292E+11,6.9842E+11,8.11375E+11,1.00283E+12,1.23537E+12,1.1959E+12,1.38352E+12,1.56852E+12,1.72826E+12,1.6232E+12,1.59741E+12,1.43524E+12,1.44468E+12,1.43175E+12
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984297589.4,1159869246,1284685051,1707710053,2073234418,2257174481,2721904403,3680710375,4545674528,4159330370,4139192053,4538198499,4087724528,4464261816,4587926231,4052913386,4374130531,4774086094
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440249,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471532,3414055566,4234999823,5623216449,4583850368,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11183458131,11488046881
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,733000000,751000000,784000000,845000000,933000000,1242000000,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3526287037,3537099150,3612171958,3236430348,3376172170,4456240741,5247193069,2354117303,2093571674,2314159887,2512079324,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,16961117243,14798399862,11014862242,12333859926
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,3.65769E+11,107726181.2,111148585.6,113797356.8,151897168.1,172767213.3,180340653.8,191221777.8,210695183.8,199643444.6,209348253.6,227051055,265009395.1,333731874.4,414772351.9,475916514.7,524407931.9,540635389.6,544424605.1,644070364.9,709041452.2,747994681.9,750214410.7,788371855.9,726937320.8,683193885,802890746.9,909820553.4,957377507.5,981529400.5,1019600771,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074860,1833444740,2184445123,3040716679,3356757064,3978425881,3670515288,4343665075,5179690136,5225533500,5724227185,5391475277,4844223107,4739298311,5024705934
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,706991274.4,827094668,1019630847,1216229419,1136543003,1147192917,1082939379,1094857358,1044928625,1080642033,1469046115,1888754655,2143484488,2191096860,2653480001,2856890681,3224267548,3263368410,3558137040,4040345933,4421943910,4187367602,4169664285,4291172816,4582555125,4536538211,4767303154,5609831328,6385695187,6283803256,7028803366,8150138757,9990370016,9128843109,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13338147523
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,9312000000,174576508.5,183116337.7,190816183.7,194736105.3,229455410.9,260394792.1,269814968.2,245169806.8,265810632.4,290531621.3,365386929.8,406062874.3,444281703.9,548621017.6,613220652.9,670317634.2,806290840.6,949034016.8,1058269066,1237655461,1237685692,1180104216,1223186840,1208008985,1131347798,1183654828,1183094128,1379924257,1590215583,1880771556,2203545857,1799517082,2070636936,1181802596,1397457932,2281034131,2663234934,1750584265,1775921718,1743506531,1716502862,3495748398,3208837077,3476094499,3655909664,3997852636,4432192844,5320925102,6190991712,6959697194,8003300198,6028470989,5518901971,6054750320,6373201160,5433038647,6303277591
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916241997,1901868548,2001502679,2510126748,2674441396,2956356984,3143538482,3188945512,3330393310,3664575983,3864170913,4244340334,5043268549,7662996767,9496074114,9298800799,11050125905,13139397879,16358376511,21213672089,24488033442,25004557094,26804401816,30346788438,33943505718,31200161095,27734562640,32181695507,35271880250,38848567631,44024178343,49142784405,59167157498,66894448545,74477975918,88704944179,1.00855E+11,1.00005E+11,72167753771,79148947368,93789736842,92783947368,1.00845E+11,1.10202E+11,1.2475E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23277E+11,3.38062E+11,2.96434E+11,2.96536E+11,3.145E+11
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,5.84478E+11,6.04157E+11,6.47173E+11,6.83354E+11,7.34791E+11,7.97724E+11,8.75493E+11,9.26624E+11,1.01341E+12,1.09795E+12,1.16397E+12,1.26725E+12,1.39577E+12,1.56014E+12,1.70955E+12,1.8631E+12,2.08455E+12,2.29801E+12,2.57568E+12,2.87573E+12,3.13697E+12,3.51791E+12,3.65928E+12,3.97957E+12,4.39705E+12,4.71253E+12,4.96877E+12,5.30283E+12,5.7614E+12,6.22425E+12,6.57511E+12,6.78601E+12,7.13337E+12,7.45771E+12,7.88876E+12,8.27012E+12,8.73144E+12,9.26427E+12,9.72411E+12,1.034E+13,1.10306E+13,1.13619E+13,1.17394E+13,1.24072E+13,1.33026E+13,1.4268E+13,1.51767E+13,1.59485E+13,1.62738E+13,1.57957E+13,1.65836E+13,1.73121E+13,1.79851E+13,1.85397E+13,1.92327E+13,1.96863E+13,2.01663E+13,2.105E+13
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2434884951,2259179125,2128089611,2308102953,1960567071,1615776821,1816754048,2310454961,2506554607,2547340984,2804379662,3012742078,3448326858,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448,3908661518,3546783708,3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836,13016272899,12717790505,12786078008,11769045772,11309232188,13244597345
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,,,,
